faq_id,question_date,atomic_id,question,answer,l1_category,l2_category,source_l2_category_1,source_l2_category_2,source_l2_category_3,l3_category_1,l3_category_2,l3_count
24119,2014-05-11,24119_A04,《第一次英語大發現》套書又應如何編目？,此套書的第一個主體應為《第一次英語大發現 : 語音CD》，顧名思義是教兒童英語的讀物；《第一次英語大發現 : 中文導讀》是輔助前套CD的衍生物，或可視為前套CD的中譯本，兩套書間應建立相關關係，除利用欄位787作連結外，應以書名取作者號，如此兩套書才能夠集中。而《第一次英語大發現 : 親子手冊》顯然是給父母親閱讀的書，目的是教導父母如何幫助孩子閱讀這兩套書用的，是前兩套書的使用手冊，所以也不應與前兩套書分開。同樣的透過欄位787連結前兩套書。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位間關係與取捨,,1
24122,2014-05-21,24122_A01,「Colonial modernity in Korea」ISBN 0674005945 一書的260出版年應如何著錄？,"出版日期和版權日期不同時，可同時著錄於260 $c 。例如： $aCambridge, Mass. ：$b Harvard University...,$c2000, c1999",機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24135,2014-06-20,24135_A02,兩個出版者都在台北市時，210字段是用兩個「$c」區隔，還是用逗號區隔即可？,"出版地同，只要著錄一個。260 ## $a臺北市 :$bXXX出版 :$bXXXXXX發行, $c2014.06 (MARC21) 210 ## $a臺北市 :$cXXX出版 :$cXXXXXX發行, $d2014.06 (CMARC)",機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24138,2014-06-27,24138_A01,外文編目中，MARK21的830欄位，分欄n、分欄p、分欄v要如何區分？可否舉一個實際例子同時包含此3個分欄？,"欄位830:#0 $a集叢題名. $n集叢編次, $p集叢編次名稱；$v集叢編號例:830 #0 $a中學生文庫. $n6, $p史地類；$v20",機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24138,2014-06-27,24138_A03,"Survival in Athens and Sparta, vol. 1在欄位240中，vol. 1要如何著錄？","Google Search已知Survival in Athens and Sparta共2冊, 此為一套書，而非叢書，翻譯作品, 可以套編, 2冊著錄於稽核項, 若要單冊編, 240段不錄部冊號, 245段著錄於$n：240 10 $a Survival in Athens and Sparta $l中文( 在欄位240段沒有著錄vol. 1的分欄)245 10 $a雅典•斯巴達大歷險. $n1 /$c….錢月蓮敬答 20140630",機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位間關係與取捨,,1
24139,2014-06-27,24139_A01,CMARC格式中，兩個出版者出版方式相同時，應使用逗號還是$c字段？,二個出版者(CMARC)之機讀格式著錄:210 ## $a臺北市$c台大出版$c文成出版$d民XX錢月蓮敬答 20140630,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24161,2014-08-19,24161_A01,"若書籍為影印本(由於原本珍貴),著錄時該怎麼說明(欄位編目)?","關於影本書目紀錄的處理:若以手邊的「影印本」編一筆書目紀錄, 書目紀錄主要部分即用來描述「影印本」該著錄的項目。另利用欄位534說明原始版本的相關資料, 分欄依序如下：534##$p, $a, $t, $b, $c, $e, $f, $n$p前導說明$a原版主要款目$t原版題名$b原版版本敘述$c原版出版項$e原版稽核項$f原版集叢項$n原版註詳見MARC 21 534http://www.loc.gov/marc/bibliographic/bd534.html例：中文圖書分類法2007年版因已買不到, 所以於2014年8月18日影印一本入藏。書目資料以影印本著錄完後, 於欄位534著錄原版之資訊:534##$p原版資訊: $c臺北市 : 國家圖書館, 2007.12, $t中文圖書分類法.2007年版. 以上供參錢月蓮敬答 20140819",機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,分欄與子欄位使用,2
24167,2014-09-16,24167_A01,在CMARC中，集叢書遇到作者(編者)改新名字該如何處理？,年鑑、年報等連續性出版品之作者號，建議取題名而非編者。若作者已取人名，遇到作者(編者)改新名字，於附註項說明即可，請勿更動原有的索書號。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24185,2014-11-19,24185_A01,在MARC 21書目紀錄中文手冊-圖書、連續性出版品修訂版中，第145頁關於分欄$b之前應輸入「空格:空格」，在冒號之後的空格與LC MARC21上的例子不同，是否因為中文的關係要多一個空格？,"CMARC 及 MARC 21的標點符號著錄根據都是ISBD。依中國編目規則的標點符號說明，可知冒號(:)前後都要空格。但著錄在機讀格式中時，因系統會自動會帶出分欄符號""$""前的空格，所以著錄時，冒號與$b之間不用空格，OPAC端呈現時應是「空格:空格」。",機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24202,2015-01-12,24202_A01,MARC21中Tag043與044的使用有何不同？,欄位043用於著錄文獻內容的地理範疇，根據欄位650 $z或欄位651決定著錄值；欄位044用於當008/15-17出版地區無法滿足需求時，著錄相關國家代碼。例如跨國合作出版的書可使用044欄位。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位間關係與取捨,,1
24202,2015-01-12,24202_A02,為何大部份圖書館只用043，但清華大學使用044？,是否著錄044字段端看各館的政策與需求而定，不同圖書館根據實際需求選擇是否使用044字段。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位間關係與取捨,,1
24204,2015-01-20,24204_A01,一本書除正題名之外，同時還有副題名、並列題名及翻譯題名，MARC21中245欄位應如何著錄？,245欄位用分欄b著錄其他形式題名，包括同語文之副題名、不同語文之並列題名及合刊之其他題名。$b不重覆，故有多個其他題名時，須直接以標點符號，如「＝」帶出。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24206,2015-02-04,24206_A02,此情況是否需要著錄$ceng？,需要著錄$ceng，欄位著錄為: CMARC 101 1# $aeng $achi $atha $jchi $jeng $jtha $ceng,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24209,2015-02-11,24209_A02,需要著錄$ceng嗎？,如果確定知道原聲道語文為英文時，可著錄$ceng，如不確定$c可省略。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24212,2015-03-04,24212_A01,CMARC著作方式中，撰稿是放700段還是702段呢？,撰稿者屬於主要作者，著錄於CMARC的700段。若撰稿僅1人，著錄於CMARC的700段；若撰稿有2人，第1人著錄於CMARC的700段，第2人著錄於CMARC的701段。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位間關係與取捨,,1
24212,2015-03-04,24212_A02,計畫主持、共同主持、協同主持、研究主持是放700段還是702段呢？,計畫主持人、共同主持人、協同主持人、研究主持人等屬創作者，視為主要作者，著錄於CMARC的700段（第1人）及701段（排名第2的計畫主持人等）。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24212,2015-03-04,24212_A03,文字、文字撰述是放700段還是702段呢？,文字資料的撰述者屬於主要作者，著錄於CMARC的700段。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24212,2015-03-04,24212_A04,在MARC 21中，這些情況應著錄在那裡？,MARC 21中，主要款目（創作者）著錄於1XX段，不能重複；其餘順位創作者或貢獻者著錄於7XX段。撰稿者著錄於100段，計畫主持人著錄於100段，其餘貢獻者著錄於700段。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24216,2015-03-18,24216_A03,沒有中文發音只有中文字幕，英文題名出現在主要著錄來源，這樣英文題名應該算並列題名(200段及510段)或是譯自(454段(機讀三版)或527段(機讀四版))呢?,若該影片為英語發音，並有中英文字幕，且英文題名出現在主要著錄來源，這樣英文題名是並列題名，著錄在200段及454段(機讀三版)。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位間關係與取捨,,1
24227,2015-04-13,24227_A02,Physical description 該怎麼輸入資料？,有聲圖書如以圖書為主件，光碟當作附件處理，光碟著錄在MARC21欄位300$e說明。例: 300 $a300 面 : $b 圖 ; $c 21公分 + $e1張光碟片,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24231,2015-04-23,24231_A01,"Marc21 505段的$t在$g之後時的前置符號是.或,？",國圖採用逗點（，）是沿用原先的著錄慣例；美國一般是依循LC/PCC PS 25.1.1.3著錄方式：不著錄章節號，並採用（.）。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24231,2015-04-23,24231_A02,國圖與美國國會Marc21網站所使用的不同LC的例子,"國圖的例子：505 00 $g1, $t聖誕個鈴聲‐‐ $g2, $t潑水歌‐‐$g3, $t細星仔‐‐ $g4, $t青春舞曲‐‐ $g……$g12, $t在銀色月光下；美國的例子：505 00 $g 1. The $t Living machine -- $g 1. The $t blue planet",機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24236,2015-05-05,24236_A01,USMARC21的246欄位中，冒號前後是否需要空格？,都不用空格，如:$i封面副題名:$a56招讓你面試&提案&上台發表能力立即提升。$i帶出的是前導用語，非分欄間規範之符號，所以沒有前空後空的問題。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24236,2015-05-05,24236_A02,USMARC21的246欄位中，正確的格式示例是？,冒號後會空一格，如：「封面副題名: 56招讓你面試&提案&上台發表能力立即提升」。此句對應於MARC中是「$i封面副題名:$a56招讓你面試&提案&上台發表能力立即提升」。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24237,2015-05-07,24237_A02,分欄d的前置符號，著錄朝代及生卒年之前置符號皆為逗點嘛？參考貴館之『MARC21部分欄位著錄說明及注意事項彙整版20111226』--六、MARC21欄位100（主要款目‐個人名稱）、700之分欄$d朝代不加「（）」及「，」。<= 不曉得所指的逗點是指前置符號嘛? 請賜教,『MARC21部分欄位著錄說明及注意事項彙整版20111226』--六、MARC21欄位100（主要款目‐個人名稱）、700之分欄$d朝代不加「（）」及「，」是一個內部會議的討論結果，已有些歷史了，不太記得當時情況，不過照國圖目前的做法逗號當指$d之前的符號，如：100 1_ $a曾|國藩 $d清。$d是metadata著錄的問題，與規則規定須著錄的元素無關，不同的metadata都可著錄這些元素，只要按該metadata的定義的方式或語法著錄即可。若您的單位現在才要建構權威記錄，建議您應遵循LC官網所公佈MARC 21欄位或分欄的定義去著錄該有的內容，譬如，MARC21規定$d是著錄生卒年你就該著錄生卒年而非朝代，這是個人給您的建議與忠告! 個人覺得朝代可以著錄在$c或欄位678，若要以朝代作第一個辨識的元素，可指定系統抓取該欄位或分欄。國圖有其舊資料的歷史包袱和難處，貴館不一定要跟從，希望您照LC官網公佈MARC 21欄位/分欄的定義做出正確的判斷，以上供參。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24238,2015-05-08,24238_A01,MARC21的500段指標2-產生附註是什麼意思？,MARC 21的500段指標1與指標2，都是未定義(undefined)，以空格表示。此欄位為一般附註項，沒有特殊限制書寫格式。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,指標值與控制意義,,1
24238,2015-05-08,24238_A02,在什麼情況下會用到500段指標2-產生附註？,此欄位為一般附註項，沒有特殊限制書寫格式，需根據實際需求使用。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,指標值與控制意義,,1
24240,2015-05-14,24240_A02,在020 ISBN 內的 alk. paper 是否需要轉成全寫『Alkaline paper』?,可以縮寫也可以不縮寫。RDA的精神雖鼓勵用全稱，讓使用者明白易懂，但並無強制規定用於所有地方。針對020此欄位，RDA並無規定一定要用縮寫，貴館可自行斟酌用全稱或縮寫。 RDA的縮寫規定見附錄B。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24240,2015-05-14,24240_A03,"在100 / 505 / 520 等項目內, 是否需要於最後加上『句號』?","基本上要加句點, 但有些例外的情形: (1)100段結尾以句點「.」標示。（例外：當字段以連字符-、圓括弧( )、$j以of結尾、若以$4為本欄最後一分欄時，句點應標記在其前的一個分欄） (2)505段結尾以句點「.」標示，表示內容完整或部分內容。505段的指標1若用""1""表示內容不完整時，可以不用句點「.」結束。 (3)520段結尾以句點「.」標示，除非字段結尾另帶有其他標點符號。",機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,重複、順序與顯示方式,,1
24253,2015-06-30,24253_A01,中西文期刊編目時，書目紀錄已含館藏地註記，是否仍需保留MARC21的590段？,59X是為本地使用和自定義預留的附註欄位，不限館藏使用，各圖書館可根據自身需要，將某些特殊的附註訊息紀錄於此。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24253,2015-06-30,24253_A02,其他圖書館是否需要使用590段進行館藏地註記？,國圖並未使用，但不確定其他圖書館也不需要。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24257,2015-07-10,24257_A02,在不使用RDA的前提下，$4著作方式需要轉換為$e嗎？,$e是為RDA新增的分欄，若不使用RDA，轉換與否可自行決定。但建議轉換以維護資料完整性，未來若實施RDA可直接從$e替換詞彙。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24259,2015-07-10,24259_A02,在編目的過程中我們應該將其放於100抑或700?,國圖的作法是將編著者著錄於100段。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24266,2015-08-18,24266_A01,聲音檔的編目格式應使用哪個MARC21欄位？,可著錄在MARC21欄位516說明，例如：516 ## $a 永久典藏格式WAVE檔,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24269,2015-08-26,24269_A02,請問264#4$cⓅ1983 ，這裡的Ⓟ是甚麼意思？,Ⓟ是指錄音製品的版權符號,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24271,2015-09-07,24271_A01,MARC 21關於245題名段，若書上同時有2個正題名且著者相同，應如何著錄？,MARC 21關於欄位245題名及著者敘述項的著錄，其2個正題名間以分號（;）隔開，例如：245 10 $a 人間詞 ; $b 人間詞話 / $c 王國維著,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24271,2015-09-07,24271_A02,MARC 21關於245題名段，若書上同時有2個正題名且著者不同，應如何著錄？,MARC 21關於欄位245題名及著者敘述項的著錄，於作品（含題名及著者敘述）間以一圓點加一空格（. ）隔開，例如：245 10 $a 佛教的科學觀 / $c 張智揚著. 一個科學者研究佛經的報告 / 王小徐著,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24271,2015-09-07,24271_A03,MARC 21關於245題名段，若書上同時有3個正題名且無共同題名，應如何著錄？,若無共同題名之3冊圖書《100層樓的家》、《地下100層樓的家》、《海底100層樓的家》，並非同時出版，而是出版社或經銷者為了銷售目的而將3冊合售，此種情況仍採單編方式處理，即分別建立3筆書目紀錄,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位間關係與取捨,,1
24271,2015-09-07,24271_A04,MARC 21關於245題名段，若書上同時有3個正題名且有共同題名，應如何著錄？,套編：以整套之共同題名《100層樓的家大驚奇繪本集》著錄於欄位245分欄a，各冊之題名著錄於欄位505，並加欄位740題名附加款目或欄位70X或71X著者題名附加款目，也就是僅建立1筆書目紀錄。單編：各冊分開編目，即建立3筆書目紀錄，分別以《100層樓的家》、《地下100層樓的家》、《海底100層樓的家》著錄於欄位245分欄a，整套之共同題名《100層樓的家大驚奇繪本集》則著錄於欄位490集叢項，以及必要時建立欄位830集叢附加款目,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位間關係與取捨,,1
24274,2015-09-22,24274_A01,手持書本為2nd edition但僅能取得1st ed.的MARC record進行copy cat時，040 tag是否可不作變動？,抄錄編目轉錄他館資料時，040 $a原始編目機構是不改的。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24274,2015-09-22,24274_A02,若貴館同時為轉錄機構，040 tag是否需記錄轉錄機構代碼？,錢月蓮敬答 20150923 ：若貴館同時也是轉錄的機構，則同時也要將貴館之代碼記錄在$c轉錄機構。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24279,2015-10-14,24279_A01,外國電影的非書在光碟本體有原文時，CMARC應作並列或譯自？,國圖目前的作法是將原題名著錄在並列題名。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位間關係與取捨,,1
24282,2015-10-19,24282_A01,書中沒有ISBN及版權頁時，應如何進行編目？,可採用兩種方式：1. 忠實著錄書上所呈現的資料，沒有的以[ XXX不詳 ]表示；2. 查證後作說明。查得後的資料需加方括弧[ ]，並在附註項(500)說明來源。例如：260__$c[2015] 500__$a資源沒有版權頁亦未註明出版年，出版年之訊息係得自XXXXXXXX。若不想進一步查證，可著錄為260__$c[出版年不詳]。定長欄008/07-10日期1及008/11-14日期2也按情況著錄，如[出版年不詳]→ 008/06=n 008/07-10 =uuuu 008/11-14=uuuu；沒有出版年但推測出可能區間→ 008/06=q 008/07-10 =2010 008/11-14=2015。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,控制欄與固定長欄,,欄位功能與適用時機,,1
24286,2015-10-31,24286_A01,CMARC #527段的$z字段應著錄題名語言還是作品語言？,"Mirror: 您好, 回覆問題如下: $z應著錄作品語文，不是題名的語文。 527 11 $aOne piece red grand characters$z日文 作品內容語文若是日文，則$z登錄為日文。 錢月蓮敬答 20151102",機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24291,2015-11-04,24291_A01,欄位245有中文翻譯嗎？,建議參考本館2013年出版之《MARC 21書目紀錄中文手冊—圖書、連續性出版品修訂版》(ISBN：9789576785771)，該書包含欄位245在內的MARC21書目記錄常用欄位之中文使用說明。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24291,2015-11-04,24291_A02,欄位245有完整介紹的資訊嗎？,可參考大陸於2005年出版的《MARC21書目數據格式使用手冊》(ISBN：7501328145)，該書作為MARC21書目記錄的中文參考書，提供相關欄位的完整介紹。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24293,2015-11-17,24293_A01,017欄位的$b能否替代$2呢?,"Kam: 您好, 回覆問題如下: 1. 我國是採自然創作主義，並無所謂的版權登記制度。GPN只是一種類似的號碼，所以不適合直接用017$a$b。",機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24293,2015-11-17,24293_A02,這兩個分欄有何區別呢?,"MARC 015是國會圖書館(LC)專用, LC的國家書目號登陸於$a, 不用標明$2來源，當它轉錄其他國家書目紀錄時，才用$a和標明來源於$2的方式，譬如： 015__$a84-3117 $2bnf是表示LC該筆資料抄錄法國國家圖書館。 其他家書目紀錄控制號用016$a$2表示。我們國圖用的來源碼即為ChTaNC。",機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24295,2015-11-19,24295_A01,MARC21中是否2個或以上之出版國別才需著錄044欄位？,當008/15-17的出版地或生產地代碼不足以反映文獻的全部出版地資訊時，可使用欄位044表示。也就是說當在編文獻上出版地不只一個，將260 $a的第1個出版地的出版國代碼記錄在008/15-17，其他出版國代碼視需要記錄在044，044不是必要的，是一個選項，可以不著錄。,機讀編目格式,資料欄、指標與分欄,控制欄與固定長欄,資料欄、指標與分欄,,欄位功能與適用時機,,1
24297,2015-12-07,24297_A01,MARC21 255欄位中的$e資料代表什麼意思？,"$e的資料僅跟在$d後，並置於方括弧內，用於天體圖的分區說明。例如：255 ##$aScales vary$d(Zones +90° to +81° to 63°, -81° to 98° ;$eeq. 1950). 其中$e用於補充說明$d的座標範圍。",機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24297,2015-12-07,24297_A02,MARC21 255欄位中的$f資料代表什麼意思？,$f - Outer G-ring coordinate pairs，用於標註閉合且不相交的區域邊界。這是一種幾何規則環（Geometrically regular ring）的坐標對，用以界定圖形的外圍範圍。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24297,2015-12-07,24297_A03,MARC21 255欄位中的$g資料代表什麼意思？,$g - Exclusion G-ring coordinate pairs，用於標註被外圍G多邊形排除的區域邊界。這也是Geometrically regular ring的坐標對，用以界定需排除的範圍。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24298,2015-11-25,24298_A02,Marc21中，245欄位重複的$n$p其前置標點為何，什麼情況下$n前置為『，』？,"當$n編次和$p編次名稱分別單獨使用時, 其前置標點都是點「.」。如： 245 00 $a晨曦集. $n第二卷 245 00 $a教育心理學. $p理論篇 若編次和編次名稱同時使用時（$n$p為一組），$p的前置標點用「，」。如： 245 00 $axxxxxx. $nxxxxxx, $pxxxxxxxx",機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24298,2015-11-25,24298_A04,Marc21 245欄位的分欄$h應如何排序？若按$a$b$n順序，$h應如何排序？,245 $h是資料類型標示。$h用於正題名之後（$a），其他題名$b和著者敘述之前。$n$p用於$h之前；$b用於$h之後。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24299,2015-11-27,24299_A01,MARC 21的分欄260中，重覆的$e可否如示例轉換？,"通常有出版地、出版者時，是不用加印刷地、印刷者的（CCR1.4.6）除非是古籍再印，譬如: 260 ##$aNew York :$bPublished by W. Schaus,$cc1860$e(Boston :$fPrinted at J.H. Bufford's) 這樣說比較好： 260 $a出版地 :$b出版者,$c出版年$e(製作地一(製作地二) :$f製作者,$g製作年)",機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,重複、順序與顯示方式,2
24299,2015-11-27,24299_A02,MARC 21的分欄260中，製作地與製作者的著錄規則？,Manufacture用於視聽資料之製作時，有則必備；若用於紙本文字資料之印刷，除非沒有出版者，才須著錄!,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24303,2015-12-17,24303_A02,中國機讀格式681段$a字段是否包含/直接著錄？還是要把/拿掉？,681段$a字段應將/拿掉，僅著錄數字部分。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24309,2016-01-08,24309_A01,分館代碼是否在中國機讀編目格式的801$b及805$a註入？,分館代碼著錄於館藏段805的$b。801段是編目出處欄，指編目或修訂書目紀錄的單位，若貴館的分館也有在編目，則可為該分館加代碼著錄於$b。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24309,2016-01-08,24309_A02,分館代碼是否與總館一樣，只在805$b註入？,分館代碼著錄於館藏段805的$b。801段是編目出處欄，指編目或修訂書目紀錄的單位，若貴館的分館也有在編目，則可為該分館加代碼著錄於$b。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24317,2016-02-22,24317_A01,"欄位300 ^a[212],6-6面的著錄是否恰當？",遇到不連續編碼的頁碼時，可以簡單處理用「1冊」表示，或計算總頁數加方括弧著錄。例如：300 $a1冊 或 300 $a[212面]。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24317,2016-02-22,24317_A02,參考書目:面6-2~6-6的著錄是否正確？,參考書目的起迄頁碼應照錄，例如：504 __ $a參考書目: 面6-2 - 6-6。注意欄位應著錄於504而非500，含索引才著錄於500。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24330,2016-03-14,24330_A01,650欄位若只有分欄（例如：$a Blood.），結尾是否需要打句點？,650字段結尾以句點「.」標示，例外：若結尾是$2、$3，句點在其前。以縮寫字母或「-」結尾，則不標示結束符號。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,重複、順序與顯示方式,,1
24330,2016-03-14,24330_A02,650欄位分欄又有複分（例如：$a Water resource development $z Kenya.），最後一個分欄是否需要加句點？,650字段結束要加句點，複分v、x、y、z前置符號「--」不在MARC紀錄中，是顯示時系統自動產生。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,重複、順序與顯示方式,,1
24330,2016-03-14,24330_A03,830#集叢名沒有集叢號，是否需要句點結束？,830字段結束以句點「.」標示。其集叢說明490字段才不加。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,重複、順序與顯示方式,,1
24331,2016-03-14,24331_A01,RDA方面是否也須更正MARC21 tag020新增的$q分欄？,是的，2013年9月新增了020 $q，將若干原本集中於$c的內容格式化分置於$q和$c。 若要實行RDA編目，首要考量RDA in MARC的問題，圖書館系統須準備因應RDA編目所新增的欄位和分欄，020 $q當然也不例外。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24334,2016-03-17,24334_A01,MARC21中應著錄館內收藏期刊期號於哪一欄位？,應著錄於MARC21 500字段。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24334,2016-03-17,24334_A02,如何於MARC21 500字段著錄館內收藏期刊期號？,建議使用前導用語如「館藏：」，後接期號範圍（如：館藏：2001 :n.1-n.6），以便日後資料抓取再利用。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24338,2016-04-07,24338_A01,MARC21的240劃一題名是否適合放置一般性作品的翻譯題名？,國圖將翻譯作品原題名著錄於130或240段，是接受美國兩位老師的建議，也是一般國外的著錄方式。240劃一題名主要是用做題名權威，翻譯作品可能有不同語言的表現形式，以原著版本為劃一題名，是為未來描述關係時預作準備，或匯集版本。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24338,2016-04-07,24338_A02,一般性作品的翻譯題名是否較適合放置於500段以譯自著錄？,500段是一般附註項，從MARC功能面來說，是用於特定欄位無法滿足其定義的附加說明，系統僅可以提供檢索但無法做關聯！,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24343,2016-04-20,24343_A01,MARC21 650欄位的$v和$x分欄應如何分辨？,650 $v是形式複分；$x是一般複分。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,分欄與子欄位使用,,1
24346,2016-04-27,24346_A02,"是否需要著錄另一版本的翻譯題名, 以提供檢索用?",在MARC 21權威中如何著錄? 就我所知，在書目的部分要註明三本書間的關係，在權威的部分是要做name title形式，權威和書目間是data的連接而不是索引的檢索。建議以LC為圭臬，以免造成後續須再修改的困擾!,機讀編目格式,資料欄、指標與分欄,MARC 格式與版本,資料欄、指標與分欄,,欄位功能與適用時機,,1
24347,2016-05-03,24347_A03,著錄連接號'-'與不著錄連接號'-'的作用有何不同？,只要不影響檢索就好。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,,1
24354,2016-05-11,24354_A02,"在MARC21,245段的分欄項s版本或版本日期(Version) (NR)應於何種狀況註錄，與250段的差異在那裡",MARC 21欄位245 $s的版本，是指在編文獻在不同時間或不同讀者對象上的版本形式名稱，多半是內容上的區別而非出版項的版次。,機讀編目格式,資料欄、指標與分欄,資料欄、指標與分欄,,,欄位功能與適用時機,欄位間關係與取捨,2
