faq_id,question_date,atomic_id,question,answer,category
23135,2010-01-01,23135_A02,需要給標題嗎？,文學文獻標引標題者，只限於文學論述（例如文學概論、文學理論、文學史、文學參考工具書等），文學作品依慣例不標引標題。,作者號及輔助區分號
23136,2010-01-01,23136_A01,圖書館研習或研討會之手冊（或紀錄）在分類時，是否應集中標引為類號027.9，或依研討會主題分別標引相應主題之類號？,有關圖書館研習或研討會之手冊（或紀錄），在分類時標引時（以《中國圖書分類法》增訂7版為分類標引工具），最好依研討會主題分別標引相應之類號，例如有關分類編目研討會分入類號023.3，有關參考諮詢研討會分入類號023.6等。,其他
23137,2010-01-01,23137_A01,待編文獻題名中出現「密笈」（或「密技」）字樣，例如「楓之谷電玩密技」，分類時可否將題名中凡出現該等字樣之文獻匯集於一處？,1 文獻分類最主要標準是文獻所探討的內容主題，分析言之，即文獻中所探討、所研究、所論述的對象、事物、問題、事件、概念等。文獻標引時，首先依內容主題所論述的學科領域歸類，其次才依其他標準做為歸類時的參考，例如時間、空間、形式、語言、版本等因素或特徵。 2 文獻題名中出現「密笈」（或「密技」）字樣，並無揭示該文獻內容主旨的作用，故不可將題名中出現該等字樣之文獻匯集於一處，仍應依該文獻所探討的主題歸類。以 臺端所舉文獻為例，似應分入「電玩」類或「漫畫」類為妥。,編目法
23138,2010-01-01,23138_A01,再生能源中涉及經濟、政策、法令等層面的探討文獻，應分入《中國圖書分類法》哪一類號？,應分入《中國圖書分類法》『554.68 能源』類。,編目法
23138,2010-01-01,23138_A02,再生能源中涉及工程、技術等層面的探討文獻，應分入《中國圖書分類法》哪一類號？,應分入《中國圖書分類法》『400.15 能源技術』類。,編目法
23139,2010-01-01,23139_A01,除了常見的圖書館之外，哪裡還可以查獲採用國會法的相關書目紀錄？,可連至大英圖書館、加拿大圖書館等相關網頁試試看，或暫時將待編文獻擱置，等過段時再上網查查看，或有意外的驚喜！,其他
23139,2010-01-01,23139_A02,有無杜威法與國會法對照的分類表可供參考？,可連至大英圖書館、加拿大圖書館等相關網頁試試看，或暫時將待編文獻擱置，等過段時再上網查查看，或有意外的驚喜！,其他
23140,2010-01-01,23140_A01,有關原文書之整序法，是否仍依內容主題別各入其類？,一般而言，藏書體系應依文獻之內容主題為準，然後分門別類加以整序，使成有序的集合體。因此，對於西文書自然也應依內容主題，分入圖書館所採用之分類規範工具之相應類號。,編目法
23140,2010-01-01,23140_A02,有關原文書之整序法，是否將原文書集中一起，然後再按題名或撰者字母順排列？,圖書館藏書組織畢竟要以方便讀者借閱為依歸。因此，除了依類別加以組織藏書外，尚有依題名字順或著者字順組織藏書的作法。但是這些權變作法是有一定前提、條件和範圍的，不是適用於所有情況的。西文書可依著者字母順加以組織藏書，但似乎未曾聽聞有依題名字順母排列藏書的作法。,編目法
23141,2010-01-01,23141_A01,有什麼網站收錄杜威分類法「0-9」類的中譯簡表嗎？,網站上似未檢獲有關《杜威十進分類法》基本類目之中譯簡表。,其他
23141,2010-01-01,23141_A02,有哪些書籍收錄杜威分類法「0-9」類的中譯簡表？,紙本文獻方面有兩書可參考：1. 《杜威法》與《中圖法》、《國會法》基本類目對照表／／圖書館分類工作手冊／侯漢清、王榮授主編，北京市：中國科學技術出版社，1992年，頁427-459；2. 杜威十進分類法：科技類類目／中國圖書館學會分類編目委員會編譯，臺北市：臺灣學生書局，1978年（根據18版中譯，英漢對照）。,其他
23142,2010-01-01,23142_A01,賴永祥編訂之《中國圖書分類法》的英文書名是什麼？,New classification scheme for Chinese libraries,其他
23143,2010-01-01,23143_A01,除了OCLC、美國俄亥俄大學圖書館、英國牛津大學圖書館外，還可透過哪些管道獲得德文兒童書的書目資料？,可透過下列兩個網站檢閱或獲得德文兒童書編目相關資料：1 Bayerische StaatsBibliothek www.bsb_muenchen.de/opac.htm 2 www.bsz_bw.de/wwwroot/opac.html 3 Die Deutsche Bibliothek www.ddb.de/index_e.htm 4 另外，亦可透過西文書商或代理商之網站，取得德文兒童書有關編目資料,其他
23143,2010-01-01,23143_A02,巴伐利亞州立圖書館（BSB）、德意志圖書館（DNB）等德文圖書館目錄與西文書商網站中是否包含分類號及主題詞？,下列三者皆未標引分類號及主題詞：1 Bayerische StaatsBibliothek 2 www.bsz_bw.de/wwwroot/opac.html 3 Die Deutsche Bibliothek www.ddb.de/index_e.htm；西文書商或代理商之網站可能包含相關資訊,其他
23144,2010-01-01,23144_A01,同時發行中英文兩種版本之年鑑，採用集中存放方式時，書標上分類索書號（主要是輔助區分號）應如何標引？,採集中方式時，需為第二種語文版本書標上的分類索書號標引其他輔助區分號，以達到識別每一種文獻的「個別化」作用。目前的作法有二：其一、槓號法，即於第二種語文版本年代號之右先標引槓號再標引數字（通常由「2」起編的流水號），第一種文版本可省略之，例如以「90」表示2001年中文版，以「90-2」表示2001英文版；其二、字母法，即於第二種語文版本年代號之右標引不同語文版本之大寫英文首字母，第一種語文版本可省略之，例如以「90」表示2001年中文版，以「90E」或「90Eng.」表示2001年英文版。,作者號及輔助區分號
23145,2010-01-01,23145_A01,《中國圖書分類法》增訂8版是否已改為兼具數字與字母之標記符號？,圖書分類法的標記制度有單純制和混合制的分別，所用的符號主要有數字和字母兩種。《中國圖書分類法》創制以來，本採單純的數字制度，但到了增訂8版出版，為了反應新時代的科秓文化的進展，在『312.9 電腦科學』類目下採用了『拉丁字母』（即羅馬字母）作為補輔助的標記符號，以解決類目數量及類號長度問題，唯並未全面改用數字與字母混合式之標記符號，故如以標記符號主體來看，《中圖法》的標記制度應仍然是單純的數字制。,機讀編目格式
23146,2010-01-01,23146_A01,當書籍內容包含動植物圖片與自然生態知識介紹時，分類應優先以文獻形式因素「圖片」或主題因素「生態」為準？,1 文獻內容有學科主題因素、有文獻形式因素。分類時通常以主題因素為主，以形式因素為輔。易言之，即先依主題因素分類，必要時再依形式因素複分之。 臺端認為「圖片」（形式因素）與「生態」（主題因素）兩者在分類時會有衝突之處，其實不必過慮，基本上是不會發生的。準此， 臺端所提之問題，應分生物學類下之生態學目，必要時再以圖片複分之。 2 只有當文獻內容同時涉及許多學科，而形式因素成為文獻最主要特徵時，才會考慮以形式因素為分類主要標準，分入總類中相應之綜合性形式類目。,編目法
23147,2010-01-01,23147_A01,《國際十進分類法》（UDC）與《中國圖書分類法》的特性為何？,1 《國際十進分類法》（UDC）是歐洲第一部文獻分類表，也是世界上規模最大的一部分類法。它最早提出概念分析和組配原則，是分面組配式分類法的先驅。由於UDC多語種、多版本、類目詳細、組配靈活、標引能力強，不僅適用於成冊文獻的分類和排架，也能滿足單篇文獻的分類要求，不僅適用於手工檢索，也成功地應用機器檢索，是一部國際通用的檢索語言之一。 2 《中國圖書分類法》是中國近代編製較成功，當時較通用的一部分類法，即使目前仍然是臺灣地區採用最多的重要分類法之一。《中圖法》的大綱雖本於杜威法，唯對於中國書籍分類綦詳，適合標引本國文獻，可以說是專為中國圖書館而編製的分類法。,分類法
23147,2010-01-01,23147_A02,社區圖書館應如何選擇適用的分類法？,圖書館選用分類規範工具，應以圖書館本身之宗旨任務、藏書規模、專業特色、社區及讀者需求為出發點，同時還需顧及書目紀錄資料間的傳遞、交換、拷貝、下載等問題。針對國內社區圖書館而言，建議以選用《中國圖書分類法》為宜。因為《中圖法》專為中國圖書而編製，同時又方便各圖書館書目資料間之傳遞、交換、拷貝、下載。貴館藏書既以中文書為主，外文書僅有少量的收藏，自然比較適合選擇《中國圖書分類法》。再者，選用《中圖法》還有兩個好處，其一、由於臺閩地區大多數圖書館採用《中圖法》，因此對於書目紀錄資料的傳遞、拷貝、下載和交換，頗為方便；其二、可以參考或選用國家圖書館出版品預行編目（CIP）上之分類號碼，方便分類作業，省時又省力。,分類法
23148,2010-01-01,23148_A01,中國作家時代號碼標引之標準為何？,依《中國圖書分類法》『附表10：中國作家時代區分例』有關說明文字，應以作家卒年為準。,作者號及輔助區分號
23148,2010-01-01,23148_A02,跨時代之作家時代號碼標引時應如何處理？,時代號碼標引時應取後一個時代。,作者號及輔助區分號
23148,2010-01-01,23148_A03,少數不願仕二朝之作家時代號碼標引時應如何處理？,仍以作家本身所認定之時代為準。,作者號及輔助區分號
23149,2010-01-01,23149_A01,是否有中國圖書分類法與杜威十進分類法或國會分類法的對照表？,國內未聽聞有所謂《中國圖書分類法》與《杜威十進分類法》對照表，或《中國圖書分類法》與《美國國會圖書館分類法》對照表之編輯或出版的訊息。,其他
23149,2010-01-01,23149_A02,是否有中國圖書分類法與杜威十進分類法或國會分類法的資料庫？,美國圖書館界倒出版了紙本之《杜威十進分類法》與《美國國會圖書館分類法》對照表，至於資料庫形態之對照資料則未曾聽聞過。,其他
23150,2010-01-01,23150_A01,一般有關論文的書籍應如何編目？,"論文集之分類：論文集是一種文獻之形式因素，分類標引時除綜合性論文集外，一般不單獨用來標引文獻的，通常須附麗於專題性文獻。因此，有關論文集之分類問題可分下列兩方面來敘述： ※※以下分類標引之規範工具為《中國圖書分類法》。 1. 綜合性論文集之分類：綜合性論文集之特徵，是內容主題涉及多方面。因此，分類時以分入《中圖法》總類為宜，其類目為70 普通論叢""類；如有必要，再依編著者時代細分之。 2. 專科性論文集之分類：有關專門性論文集，分類時宜先依文獻之內容主題分入相應之類目，然後再依總論複分""07 論文集""複分之。複分方法，可依總論複分之規定進行之。",編目法
23151,2010-01-01,23151_A01,在知識管理中如何做知識分類？,"非常抱歉，由於本問題涉及之內容範圍甚為廣泛，不能詳為解答，僅就個人所知擇要簡答如下，不週之處，敬請見諒。 （一）規範工具：可選用一種類目較詳盡完善之分類法為規範工具，也可根據資料本身之特性及要求自行編訂分類表。 （二）分類標準：編製類表時，必須先要訂定分類標準，然後才能展開編製類表的工作。若採用之分類標準不同，其編製出來的類目便不一樣。例如以""國家""作為文學的分類標準，可將文學分為中國文學、美國文學、法國文學等；但如以""文體""為分類標準，則可分為詩歌、散文、小說、劇本等。唯分類標準最好每一次只以一種為標準，如此所分出之同級類目或並列類目才具有""互斥性""。 （三）分類深度：即有關分類級次問題，可依據被分類事物之性質或目的要求，然後決定分類的深度。一般而言，分類級次以編制至四、五級為度，並非分類深度愈深愈好。 （四）一物二分：對於分類時是否允許""一物二分""，即對於具有雙主題之事物或涉及兩類之事物，是否可分入兩個類目？這對於類表之編製及實際分類標引都有影響，必須事先加以規定，以免前後不一致。允許""一物二分""之優點是方便檢索利用，即檢索者不論從那一類目檢索，均可查獲；但其缺點是不便於定位查檢、數量稽核及控管。 （五）應備知識：做好知識分類管理，最好須儲備下列各類知識，例如邏輯、語言學（尤以語義學為重要）、目錄學、文獻學、文獻分類學等。若具備某類學科背景及某種語文能力則更好。 （六）應備辭書：簡明大英百科全書、大美百科全書、中國大百科全書、分卷本辭海等。",其他
23152,2010-01-01,23152_A01,從何處可查獲日本年代與西元年代的對照表，以便日文文獻年代著錄時參考之需,有關日本紀年與西元年代對照之參考資料，可查閱：中西對照歷代紀年圖表∕萬國鼎編（臺北：臺灣商務印書館，1963）、年代對照表：中、日、韓、西曆、干支、佛曆、回曆∕王學穎編（桃園中壢：編者，1974）、七國年號索引∕衛聚賢編（臺北永和：石室出版公司，1975）、中日韓年代對照表（臺北：弘道文化事業公司，19__）、遠流活用歷史手冊∕楊碧川、石文傑編（臺北：遠流出版事業公司，1981）、歷史學手冊∕張存武、陶晉生編（臺北：食貨月刊出版社1977),其他
23153,2010-01-01,23153_A01,西文期刊合訂本是否應該分類？,圖書館收藏之文獻，通常須經由分類過程，俾將文獻組織成有倫有脊的藏書體系，發揮『依類求書，因書究學』的功能。唯對於期刊等文獻類型，未嘗不可採某種變通方式,其他
23153,2010-01-01,23153_A02,若要分類，其作者號該如何取？,可取刊名的首字字母，首字如『The』等冠詞，可不必計入，而改取次一字的首字母,作者號及輔助區分號
23153,2010-01-01,23153_A03,若不分類，其資料又該如何處理？,依刊名字母順序以作為組織及排列的依據，如此可以省卻許多繁雜問題,其他
23154,2010-01-01,23154_A01,"《美國國會圖書館分類法》P306.A1A-Z、P306.A2A-Z、P306.A3-Z中之""A-Z""、""A3-Z""意義為何？","A1：凡有關該類之期刊、會社、叢書（Periodicals, Societies, Serials）入此，其下另按題名字母順（A-Z）排序。 A2：凡有關該類之名錄、指南（Directories）入此，其下另按題名字母順（A-Z）排序。 A3-Z：凡有關該類之一般性作品（General works）入此，其下按著者字母順排列；假如著者字母為""A1""或 ""A2""，仍應改按本條規定，以""A3-Z""取著者號碼。 【註】[1] 比較偏重歷史及比較方面之研究； 　　　[2] 比較偏重結構分析方面之研究。",其他
23154,2010-01-01,23154_A02,《美國國會圖書館分類法》P306.A1A-Z、P306.A2A-Z、P306.A3-Z如何使用？,"分類號排列法：以小數點為界，先將""P306.A1A-Z""、""P306.A2A-Z""、""P306.A3-Z""等分類號各為兩部分，則小數點之前號碼按拉丁字母順及自然數大小排列；小數點之後號碼先分"".A1 ─ .A2 ─ .A3-Z""三區，同區內再逐位按字母及數字順序排列。",機讀編目格式
23155,2010-01-01,23155_A01,非圖書館學科系出身者如何進行圖書分類及排架？,圖書分類有4個要素：分類對象（文獻）、分類標準（學科屬性）、分類工具（圖書分類表）、分類目的（揭示內容和組織文獻）。分類工作最重要的整備事項為選擇分類工具，目前臺灣最通用分類法為賴永祥編訂之《中國圖書分類法》（增訂7版）。賴氏類表採十進制展開子目，基本大類共10類：總類（0）、哲學（1）、宗教（2）、自然科學（3）、應用科學（4）、社會科學（5）、史地（6-7）、語言及文學（8）、藝術（9）。圖書分類後需附加書碼（書次號）以區分同類書籍，組成索書號碼（Call number）作為藏書位置代碼。藏書排列以索書號為基準，先按分類號排列，相同時再按著者號排列，著者號相同時按輔助區分號排列。標記特藏符號者表示不同藏書場所。,作者號及輔助區分號
23155,2010-01-01,23155_A02,是否有相關書籍可供參閱？,相關書籍：（1）圖書分類法導論∕王省吾編著，新訂1版，臺北：中國文化大學出版部，1982年。（2）文化中心圖書館工作手冊. 分類編目∕國立中央圖書館文化中心圖書館工作手冊編輯小組編，臺北：國立中央圖書館，1990年。,其他
23156,2010-01-01,23156_A01,當一書的內容主題可以分入兩個類號時，在圖書館有複本情況下，同一筆書目記錄是否可各給一個分類號，抑或堅持一書不能兩分？,（一）有關雙主題文獻，尤其是並列關係的雙主題文獻，是否可分別標引兩個類號（以下稱「一書兩分」）？在一般觀念裡，答案大多傾向於否定的。尤有進者，學校老師或許一再告誡學生，一書不可兩分，否則便是錯誤的作法。實際是否就如此呢？分析起來，恐怕未必。其實，就文獻檢索與利用觀點而論，一書兩分恰恰可以滿足讀者從不同的主題或類號都能檢索到該文獻，反而提高並促進了文獻的利用價值。清‧章學誠（實齋）在《校讎通義》就曾謂「至理有互通，一書有兩用」。對於雙主題文獻未嘗不重複著錄，以求其詳備，並不將「互著」視為一種缺失或弊病。換句話說，為了更完整揭示一書的內容主題，對於雙主題文獻都可運用「互著法」予以反映，俾使讀者從不同途徑均可檢索，以提高文獻的檢索效能。此我國古代目錄「互著」之所以產生，同時也是現代編目、分類重視「互著法」、「參照法」的原因之所在了。有關「一書兩分」之理論與實踐，我國自古以來即積累了豐富的理論及實例，足供當今編目參考、借鑑與援引。以下擬敘述「一書兩分」有關之具體作法，同時對於與「一書兩分」有關之相關類目間參照問題，也一併探討之。 （二）「一書兩分」的基本條件或基本前提是文獻內容主題必須是雙主題文獻，但與是否為複本無關。所謂「雙主題文獻」，係指文獻的內容同時涉及兩個主題，主要有並列、隸屬、影響、應用、因果、比較等關係之主題。其次配合條件有二，一是圖書館分類工作須具備「一書兩分」相應的措施，二是圖書館工作人員須具備「一書兩分」的觀念。 （三）「一書兩分」的具體作法：凡雙主題文獻分類標引時，可分別標引兩個類號，其一為「主要類號」，另一為「附加類號」（或稱「重出類號」）。附加類號通常加註識別符（例如星號、劍號、括號等），以資區別。同時，分類目錄必須分別編製主要及附加兩種款目。這兩種款目之主要差異，在於主要款目上有詳細之館藏記錄（即登錄號、冊次號及複本號等記錄），同時具有組織文獻排架及分類目錄的功能；而附加款目上無館藏記錄，只具有組織分類目錄的功能。 （四）「一書兩分」的分類目錄有主要款目及附加款目兩種，分別依其類號排入相應位置。如此一來，不論讀者從分類主要款目抑或分類附加款目，均可直接或間接查到所要查檢的文獻。 （五）藏書之排架目錄，依分類主要款目加以編製並組織之，如此即可保證文獻「一書一號」，將文獻集中一處而不致分散各處，同時也方便複本的處理。 （六）以上5點係就文獻與標引間關係加以解說的，最後順便討論與「一書兩分」有關聯的另一概念，即相關類目間或類目與類目間的參照問題。大家知道，類目間的關係多種多樣，其中交替關係和相關關係是常見的兩種類型。所謂「交替關係」，係指同一子目可分屬於兩個不同上位類的關係而言。依交替關係而設立的類目，便是「交替類目」，又稱「選擇類目」。例如保險法規，既是「保險學」類的下位類，又是「商事法」類的下位類，便是交替類目之適例。所謂「相關關係」，係指兩類目間除從屬關係、並列關係及交替關係之外其餘的關係而言。依相關關係而設立的類目，便是「相關類目」。例如「中國文字形體」與「中國書法書體」兩類即為相關類目的適例。現代分類編製法對此等類目，通常視其相關程度及類目性質以「宜入」、「參見」等「參照說明」加以聯結，俾有助於文獻相互參閱及觸類旁通。因與「一書兩分」在觀念及作法上有相通之處，故借此一併敘述之，幸勿見怪。 （七）「一書兩分」理論上雖是可行，但實務上則較少採用。這是因為需要付出較多的人力、物力，同時也需分編政策配合的緣故，各館可視實際況斟酌為之。,分類法
23157,2010-01-01,23157_A01,新舊分類號碼不同，應以CIP新號碼為主，抑或以館藏舊號碼為主？,有關新舊分類號碼，一般的作法是新入藏之圖書儘量使用新類號；只有入藏的圖書是原館藏的複本書、續編書或原館藏的連續性出版品，才沿用舊類號。至於新舊類號間的異動關係，可編製「新舊異動類目對照表」以資翻檢備查；有關新舊入藏圖書之分類，可編訂「目錄改編要點」及「從新及從舊分類原則」以資遵守依循。,編目法
23158,2010-01-01,23158_A01,圖書分類之意義是什麼？,圖書分類：是指根據圖書所反映的內容主題及其他的特徵，分門別類系統組織圖書的一種方法。詳言之，指以圖書分類法和圖書分類規則為工具，根據圖書所反映的學科屬性與其他屬性（或特徵），分門別類組織與揭示圖書的一種整序方法。,分類法
23158,2010-01-01,23158_A02,類號『144』代表何意？,僅有類號『144』而未指明那一種圖書分類法，該號碼是無意義的，只有在指明分類法後其號碼所代表的意義才凸顯出來。以本題為例，假如使用的類表為賴永祥《中國圖書分類法》，則號碼『144』所表的類目為『英國哲學』。其中，從號碼最左邊算起第一位號碼『1』表示『哲學』，第二位號碼『4』表示『哲學』類下之『西洋哲學』，第三位號碼『4』表示『西洋哲學』類下之『英國哲學』。,分類法
23159,2010-01-01,23159_A01,十進分類法之意義為何？,十進分類法係指將人類學術或知識分為九大類（即第一級類目），以阿拉伯數字『1-9』為記號；九類之外，凡屬不能歸於任何類之綜合性圖書，例如辭典、百科全書、期刊、普通論叢、普通叢書等，設一總類以歸屬之，並以阿拉伯數字『0』為記號，共成十大類。每一大類展開時，細分為9部（即第二級類目），而以該類綜合性圖書為總部，則每類俱各成10部，其總數為百部；每部再細分為10綱（即第三級類目），每綱再細分為10目（即第四級類目）；如此展轉不已，以至無窮，而每次區分出來，總是分為10個子類，因此稱為十進分類法。,其他
23159,2010-01-01,23159_A02,十進分類法的優缺點為何？,優點有：號碼簡明易懂易記且具有伸縮性；複分號碼及部分類目具有助記性；適合中小型圖書館，為目前各國最通用分類法之一；具備詳盡之相關索引（Relative Index）。缺點則有：因受十進所限，類目展開時硬分為十，過於機械呆板，不能『因類制宜』，致使類目分配不勻，每有不足與過剩之虞；類次不合理論，例如語言與文學兩類關係密切，而杜法一在『400』，一在『800』，兩者相隔太遠；類目歸屬失當，例如生理及醫學應入自然科學類，杜法反而把它歸入應用科學類；類目太偏重歐美，尤其偏於美國；致使西洋以外地區類目太少，尤其有關中國類目為然。,其他
23159,2010-01-01,23159_A03,十進分類法的發明者為誰？,"十進分類法係美國圖書館學家杜威（Melvil Dewey, 1851-1931）所創制，此為通說。1876年曾編有《圖書館圖書刊物目錄排列分類法及科目索引》一書，即採十進法編制。唯《圖書學大辭典》編者盧震京認為並非杜威所發明，蓋在杜威之前，即有許立夫（N. B. Shurtleff）於1856年用十進觀念編《圖書排列法與行政之十進制度》，首先應用於圖書分類。",其他
23160,2010-01-01,23160_A01,相同兩套叢書，可否一套採集中分類，一套採個別分類？,相同的兩套叢書之分類，只需為叢書編製分類分析目錄，即可達到增加分類檢索途徑的功能，不需一套採集中分類，而另一套採個別分類，這種既不便捷又不合理的作法。所謂叢書分類分析，是為了能從組成叢書的各子書的類號也能查到該子書，因而對整套著錄並分類的叢書，特別將其子書之類號加以析出，編製而成的分類目錄。分類分析目錄編製法：目錄上同時註明兩個類號：其一、各子書所在之整套叢書類號，它是分類排架目錄及文獻排架的依據；其二、各子書本身的類號，其類號必需加上足資識別的符號，例如採圓括號或星號，以表示該類號不作為文獻排架的依據，純粹只作為組織分類目錄之用，以指示或引導讀者查檢該館採用的分類排架目錄。文獻檢索時，因既有整套叢書的類號，又有組成叢書各子書本身的類號，因此擴大並方便了讀者的檢索。另方面館員出納時，因分類分析目錄註有識別符號，即可經由引導或指示作用而查到該書所屬之叢書及其相應書架位置。,其他
23161,2010-01-01,23161_A01,《臺灣地區華僑華人著述資料目錄》的類號「016.5772」中，「72」是如何標引的？,「72」為《中圖法》國別複分類目：「中國」。,編目法
23161,2010-01-01,23161_A02,「臺灣地區」一詞在分類號中代表什麼意思？,「臺灣地區」係指臺灣地區所出版書刊資料之意，並非指該書所研究之空間範圍。,其他
23162,2010-01-01,23162_A01,讀者文摘屬總類嗎？,《讀者文摘》（是否指《讀者文摘》叢書？）可分入《中國圖書分類法》總類普通叢書目，但此分類是否適用於「天下文化」叢書仍有疑義。,其他
23162,2010-01-01,23162_A02,天下文化(叢書名)屬何類？,「天下文化」叢書不宜採整套分類方式分入總類，仍以各子書之本身內容性質分入相應之類目為妥。,其他
23163,2010-01-01,23163_A01,《中國圖書分類法》「書評」類（011.69）與其他類別有何區別？,「書評」類（011.69）依目錄學類（010）下位類「先理論，後實際（應用）」之類序組織原理，應指「書評理論及其寫作法」，綜合性書評作品亦可分入本類；專科書評作品則以分入學科目錄類（016）為宜。,編目法
23163,2010-01-01,23163_A02,《中國圖書分類法》「推薦目錄」類（012.4）與「名著目錄」類（012.5）有何區別？,「推薦目錄」類（012.4）以針對讀者年齡及程度挑選的文獻目錄為重點；「名著目錄」類（012.5）則以全國（世界）範圍內或歷史流傳中具有地位或影響的典籍目錄為重點。兩者屬「可分實不可分」情況，專科之推薦目錄及名著目錄以分入學科目錄類（016）為宜。,編目法
23163,2010-01-01,23163_A03,《中國圖書分類法》「文藝批評」類（812）與其他類別有何區別？,「文藝批評」類（812）係從文藝觀點評論、賞析文學作品及作者著述，包含文藝批評理論與方法文獻。與目錄學類別最主要區別在：目錄學類通常採目錄學寫作方式（側重敘述基本著錄、版本流傳、收藏情況、校勘經過等），而文藝批評則以藝術批評手法評價作品之美丑優劣。,編目法
23164,2010-01-01,23164_A01,為何哲學類通常被編列於總類之後？,根據杜威十進分類法，哲學被視為知識之發端、學術之本源，故編列為第一大類。總類（號碼「0」）作為無所不包之資料或跨學科的綜合知識，編列於第一大類之前，以符合「由總而分」的類目編列原則。,作者號及輔助區分號
23164,2010-01-01,23164_A02,最初依何種標準將哲學編列於總類之後？,編製者認為哲學為知識之發端，學術之本源，故編列為第一大類。總類（號碼「0」）因包含跨學科的綜合知識或無所不包的資料，被編列於第一大類之前，遵循「由總而分」的原則。,其他
23164,2010-01-01,23164_A03,哲學編列於總類之後有什麼特殊含意嗎？,哲學被視為知識的起點，總類則作為知識的總整理與總記錄，二者共同體現「由總而分」的編列原則，即先總括後分門別類，符合知識發展的邏輯順序。,其他
23165,2010-01-01,23165_A01,《中文圖書分類法》（2007年版）中，王安石的時代分類號為「125.16」，而「附表8 中國作家時代區分表」為「5.15」，兩者為何有差異？,分類法在編製時，自然會注意及類號之助記問題，透過對應性編號或詳表類目與總論複分的對應等方法，以求其易記易用。但本原則不可能無限制適用下去，恐過於強求助記性，反而產生『以形（式）害義』，並致不能達到『隨類制宜』的目標。例如本題即可視為適用本原則時的一種限制，故對於王安石所編配之號碼，哲學類編為『125.16』，『附表8 中國作家時代區分表』則編為『5.15』，二者並不強求一樣。,分類法
23166,2010-01-01,23166_A01,以《中國圖書分類法》為分類規範工具，《新訂四書補註備旨》一書分類號為『108.8』，是如何標引的？,1 據知澳門地區圖書館採用之分類標引規範工具為賴永祥編訂之《中國圖書分類法》。果如此，則提問文字中《新訂四書補註備旨》一書分類號為『108.8』，不知類號標引依據為何？ 2 茲就筆者對於類號『108.8』涵義之理解，試解如下：提問文字中類號『108.8』並未編列在分類表『哲學總論』（100）中，該號碼係依據分類號複分組配而成的。其中，類號『100』表示『哲學類』，總論複分號『08』表示『叢書』，中國時代號『8』表示『民國』或『現代』，整個類號係表示『現代哲學叢書』之意。,分類法
23167,2010-01-01,23167_A01,為何《論語》分類號為 121.227（在 121.22 之後加 7）？,「121.227」中的「7」是根據「經書複分表」之複分號碼附加上去的，表示「經書研究評論」之意。,其他
23167,2010-01-01,23167_A02,為何有些《論語》分類號為 121.222（末位數字為 2）？,「121.222」末位數字「2」表示「經書注釋(附本文)」之意。,其他
23168,2010-01-01,23168_A01,《心靈雞湯》涉及哲學、語文、400類等內容時，應如何分類？,依據分類標準，若以文學體裁為準則，宜分入《中圖法》「874 美國文學」類下之「.6 散文；雜著」目；若以著述目的或書之作用為準則，則宜分入「192.1 修身」類。,主題法
23168,2010-01-01,23168_A02,《心靈雞湯》是否屬於總類，需分開放或放在一起？,《心靈雞湯》為一「龐大家族」，中譯本前6種為一般性質修為勵志問題，第7種起則限定於特定內容範圍或對象之修養問題，因此需依不同版本內容範圍分類，而非全屬總類。,其他
23169,2010-01-01,23169_A01,有關人生哲學應分入《中國圖書分類法》何類目？,文獻之分類，必須根據一定分類規範工具，才能進行分類標引工作。假如使用分類規範工具不同，則標引出來的號碼也不相同。因此，本題若未指明分類規範工具（原提問文字未註明分類規範工具），真不知如何回答是好。茲以《中國圖書分類法》（1979年增訂7版）為分類規範工具，回答如後，敬請參考。查《中圖法》設有191.9 人生哲學類，因此有關人生哲學之文獻，自可直接分入該類。該類下另有注釋文字：『依作者所屬國家詳分』，即表明該類文獻可依作者國別複分。例如羅家倫《新人生觀》一書分入『191.9』後，再依作者國別複分號碼『2 中國』複分，因此完整之分類號應為『191.92』。有關作者國別號碼，請查賴永祥編訂《中國圖書分類法》（增訂7版）附錄7：『世界分國表』，頁『763-768』（增訂8版，頁650-654）。,編目法
23170,2010-01-01,23170_A01,《了凡四訓》一書，應分入《中國圖書分類法》何類目？,《了凡四訓》係袁黃所撰...故應分入《中國圖書分類法》 192.1 修身「類；國家圖書館之館藏目錄，則分入『192.8 格言』類，其類號亦可參考。,編目法
23171,2010-01-01,23171_A01,《佛學大百科》應歸於宗教類或總類嗎？,《佛學大百科》係以佛教為內容主題之叢書，應分入《中國圖書分類法》『220.8 佛教叢書』類。其分類標引步驟為：1. 主題分析：析出『佛學』（中心因素關鍵詞）和『大百科』（文獻形式因素關鍵詞）；2. 查表選號：以『佛學』為指導查得『220 佛教』類；3. 複分標引：以『大百科』為指導查得『08 叢書』；4. 號碼組配：組合主類號『220』與複分號碼『08』，得出完整分類號『220.8』（佛教叢書類）。,分類法
23172,2010-01-01,23172_A01,根據《國家圖書館增訂類目表》，有關「一貫道」的文獻應分入何類？,應分入「271.9 中國民間信仰」類。,其他
23172,2010-01-01,23172_A02,根據《中國圖書分類法》（增訂8版），有關「一貫道」的文獻應分入何類？,應分入「271.6 一貫道」類。,其他
